,Timestamp,Open,High,Low,Close,Volume
0,2021-01-01T00:00:00.000Z,736.42,739.0,735.94,737.82,2189.17396
1,2021-01-01T00:03:00.000Z,737.74,738.2,735.46,735.69,1310.75139
2,2021-01-01T00:06:00.000Z,735.61,736.64,733.26,734.25,1393.2585
3,2021-01-01T00:09:00.000Z,734.25,734.88,730.32,732.15,3156.76362
4,2021-01-01T00:12:00.000Z,732.15,733.51,730.03,731.14,2629.68876
5,2021-01-01T00:15:00.000Z,731.14,732.14,730.46,731.64,1573.52938
6,2021-01-01T00:18:00.000Z,731.65,732.22,729.37,729.74,2330.72437
7,2021-01-01T00:21:00.000Z,729.69,731.88,729.33,731.75,1295.37152
8,2021-01-01T00:24:00.000Z,731.75,732.28,730.59,731.29,813.54033
9,2021-01-01T00:27:00.000Z,731.29,731.67,730.12,731.6,941.56134
10,2021-01-01T00:30:00.000Z,731.55,732.78,731.45,731.8,1162.79181
11,2021-01-01T00:33:00.000Z,731.8,734.29,731.77,734.12,1284.75045
12,2021-01-01T00:36:00.000Z,734.19,734.28,733.1,733.39,1011.09625
13,2021-01-01T00:39:00.000Z,733.4,733.84,733.18,733.33,861.86111
14,2021-01-01T00:42:00.000Z,733.33,733.84,733.29,733.54,637.7136
15,2021-01-01T00:45:00.000Z,733.54,733.98,732.38,733.61,1397.59761
16,2021-01-01T00:48:00.000Z,733.61,735.0,733.61,734.21,780.35799
17,2021-01-01T00:51:00.000Z,734.21,735.35,734.1,734.47,1220.38621
18,2021-01-01T00:54:00.000Z,734.48,734.97,733.81,734.96,566.98579
19,2021-01-01T00:57:00.000Z,734.96,735.59,734.0,734.07,1374.79485
20,2021-01-01T01:00:00.000Z,734.08,734.58,733.37,734.05,982.82533
21,2021-01-01T01:03:00.000Z,734.06,737.0,734.06,736.99,1753.74364
22,2021-01-01T01:06:00.000Z,737.0,738.39,736.24,738.19,3760.35332
23,2021-01-01T01:09:00.000Z,738.2,739.5,736.92,739.17,3606.29564
24,2021-01-01T01:12:00.000Z,739.04,743.47,738.71,743.41,4539.98991
25,2021-01-01T01:15:00.000Z,743.43,743.78,740.67,741.34,2486.12252
26,2021-01-01T01:18:00.000Z,741.34,741.91,739.69,741.53,1805.8853
27,2021-01-01T01:21:00.000Z,741.53,741.55,739.98,740.66,1912.10813
28,2021-01-01T01:24:00.000Z,740.62,741.39,740.16,740.63,1525.21363
29,2021-01-01T01:27:00.000Z,740.63,743.0,740.61,742.2,2306.00597
30,2021-01-01T01:30:00.000Z,742.19,743.71,742.12,742.79,2428.28238
31,2021-01-01T01:33:00.000Z,742.8,742.87,740.81,742.13,1222.72066
32,2021-01-01T01:36:00.000Z,742.14,748.5,742.05,748.08,5699.52979
33,2021-01-01T01:39:00.000Z,748.18,748.49,744.77,747.39,4172.67689
34,2021-01-01T01:42:00.000Z,747.4,748.35,746.73,747.26,2479.37142
35,2021-01-01T01:45:00.000Z,747.2,749.0,747.19,748.32,4515.73286
36,2021-01-01T01:48:00.000Z,748.39,748.67,746.46,746.65,1909.86232
37,2021-01-01T01:51:00.000Z,746.65,747.31,746.24,746.91,1792.68131
