,Timestamp,Open,High,Low,Close,Volume
0,2021-02-01T00:00:00.000Z,0.0369623,0.0377637,0.0363395,0.0373193,104844713.0
1,2021-02-01T00:03:00.000Z,0.0373064,0.0376,0.0365,0.036522,61797143.0
2,2021-02-01T00:06:00.000Z,0.0365256,0.0366607,0.0356286,0.0357714,119594345.0
3,2021-02-01T00:09:00.000Z,0.0357598,0.0359999,0.0352016,0.0356427,99075290.0
4,2021-02-01T00:12:00.000Z,0.0356711,0.0367368,0.0356027,0.0364036,102308146.0
5,2021-02-01T00:15:00.000Z,0.0364036,0.0368107,0.0355501,0.0358147,76465421.0
6,2021-02-01T00:18:00.000Z,0.0358147,0.0363173,0.0357638,0.0359847,62128665.0
7,2021-02-01T00:21:00.000Z,0.0359889,0.0360354,0.03469,0.0352873,108272162.0
8,2021-02-01T00:24:00.000Z,0.0352521,0.0353124,0.0341003,0.034835,106800854.0
9,2021-02-01T00:27:00.000Z,0.0348954,0.035466,0.034567,0.0345679,52971632.0
10,2021-02-01T00:30:00.000Z,0.034581,0.0356146,0.034411,0.0355184,71458429.0
11,2021-02-01T00:33:00.000Z,0.0355434,0.0362206,0.0355195,0.0360996,75884269.0
12,2021-02-01T00:36:00.000Z,0.0360996,0.0362754,0.0355502,0.0359984,55584461.0
13,2021-02-01T00:39:00.000Z,0.0359984,0.0361,0.0356,0.0356,29832159.0
14,2021-02-01T00:42:00.000Z,0.0356,0.0357643,0.0351322,0.0353657,31928823.0
15,2021-02-01T00:45:00.000Z,0.0353657,0.0357939,0.0353429,0.0357246,34413534.0
16,2021-02-01T00:48:00.000Z,0.0357031,0.036,0.0355965,0.0357218,45731954.0
17,2021-02-01T00:51:00.000Z,0.0357218,0.0368729,0.0356441,0.036871,94349188.0
18,2021-02-01T00:54:00.000Z,0.0367883,0.0374295,0.0363841,0.0371211,96832708.0
19,2021-02-01T00:57:00.000Z,0.0371211,0.0378851,0.0368849,0.0368987,97025399.0
20,2021-02-01T01:00:00.000Z,0.0369038,0.0380998,0.036871,0.0380629,95795988.0
21,2021-02-01T01:03:00.000Z,0.0380629,0.0382017,0.0370002,0.0370837,110634883.0
22,2021-02-01T01:06:00.000Z,0.0371189,0.0375286,0.037,0.037242,49263048.0
23,2021-02-01T01:09:00.000Z,0.0372422,0.0373216,0.0361275,0.0364086,87704636.0
24,2021-02-01T01:12:00.000Z,0.0364127,0.0366999,0.0359036,0.0362869,52921156.0
25,2021-02-01T01:15:00.000Z,0.036192,0.0367305,0.0361409,0.0365318,48989061.0
26,2021-02-01T01:18:00.000Z,0.0365311,0.0367499,0.0364055,0.0365554,26846870.0
27,2021-02-01T01:21:00.000Z,0.03651,0.0370552,0.0364808,0.036999,34102956.0
28,2021-02-01T01:24:00.000Z,0.0369989,0.037575,0.0369914,0.0375078,57488740.0
29,2021-02-01T01:27:00.000Z,0.0375079,0.0375363,0.0366,0.0366248,57410020.0
30,2021-02-01T01:30:00.000Z,0.0366,0.0373492,0.036562,0.037176,43353957.0
31,2021-02-01T01:33:00.000Z,0.037176,0.0372489,0.0368003,0.0370807,26334754.0
32,2021-02-01T01:36:00.000Z,0.037075,0.037661,0.0370022,0.0372,60532406.0
33,2021-02-01T01:39:00.000Z,0.0371693,0.03789,0.0371362,0.0376817,43146275.0
34,2021-02-01T01:42:00.000Z,0.0376416,0.0382877,0.0375409,0.037995,88952935.0
35,2021-02-01T01:45:00.000Z,0.0379952,0.0385488,0.0377733,0.0384787,74567625.0
36,2021-02-01T01:48:00.000Z,0.0384209,0.0393022,0.0381487,0.0390561,122745702.0
37,2021-02-01T01:51:00.000Z,0.0390612,0.0391318,0.0383724,0.0384945,103568423.0
38,2021-02-01T01:54:00.000Z,0.0384942,0.038824,0.0380001,0.038717,57866707.0
39,2021-02-01T01:57:00.000Z,0.038761,0.038916,0.038388,0.0387161,52823879.0
40,2021-02-01T02:00:00.000Z,0.0387907,0.0388439,0.0378768,0.0381292,46617423.0
41,2021-02-01T02:03:00.000Z,0.0381009,0.038161,0.0373829,0.0379035,65211214.0
42,2021-02-01T02:06:00.000Z,0.0379221,0.0384736,0.037841,0.0381829,37379269.0
43,2021-02-01T02:09:00.000Z,0.038163,0.0381998,0.0376281,0.0378823,21244081.0
